,text,label,category,original_text,target
686,#lovearmyparaoaxaca a huge earthquake in mexico caused 96 deaths and a lot of people are suffering a lot  with this # you can help them,injured_or_dead_people,noneq_num,#LoveArmyParaOaxaca a huge earthquake in Mexico caused 96 deaths and a lot of people are suffering a lot. With this # you can help them.,0
687,san juan  pr went through #hurricane #maria and suffered major damage and widespread damage,infrastructure_and_utility_damage,noneq_nonnum,"San Juan, PR went through #hurricane #Maria and suffered major damage and widespread damage.",0
688,new york times  earthquake in ecuador kills more than 230 persons  president says,injured_or_dead_people,eq_num,"New York Times: Earthquake in Ecuador kills more than 230 persons, president says",1
689,ecuador government revealing 238 deaths in eahquake 7 4 degrees last night,injured_or_dead_people,eq_num,"ECUADOR GOVERNMENT REVEALING 238 DEATHS IN EARTHQUAKE 7,4 DEGREES LAST NIGHT.",1
690,my thoughts and prayers for the victims of #ecuadorearthquake   the world is with you  be strong,sympathy_and_support,eq_nonnum,RT @RitaGonzalezMIA: My thoughts and prayers for the victims of #EcuadorEarthquake . The world is with you! Be strong!,0
691,ecuadoran security minister says the number of people killed following a magnitude 7.8 earthquake has risen to 350,injured_or_dead_people,eq_num,RT @SkyNewsBreak: Ecuadoran security minister says the number of people killed following a magnitude 7.8 earthquake has risen to 350,1
692,firefighters sent by pope rescue 3 old boy after earthquake #italyearthquake,rescue_volunteering_or_donation_effort,eq_nonnum,RT @cnalive: Firefighters sent by Pope rescue 3-old-boy after earthquake  #ItalyEarthquake,0
693,meanwhile in south asia over 1000 get killed by floods so spare a thought for those too #harvey,injured_or_dead_people,noneq_num,Meanwhile in South Asia over 1000 get killed by floods so spare a thought for those too #Harvey,0
694,238 dead in ecuador earthquake  state of emergency declared,injured_or_dead_people,eq_num,238 Dead in Ecuador Earthquake. State of Emergency declared.,1
695,#cycloneidai update  the system is not tropical cyclone strength anymore and is therefore now referred to as ex idai  however  more heavy rainfall and flooding are expected in #zimbabwe and #mozambique  here are the details,caution_and_advice,noneq_nonnum,"#CycloneIdai update. The system is not tropical cyclone strength anymore and is therefore now referred to as Ex-Idai. However, more heavy rainfall and flooding are expected in #Zimbabwe and #Mozambique. Here are the details:",0
696,moviechick707  #ecuadorearthquake  death toll jumps to 272 cnn,injured_or_dead_people,eq_num,RT moviechick707: #Ecuadorearthquake: Death toll jumps to 272 CNN,1
697,how many people died first,injured_or_dead_people,noneq_num,How many people died first?,0
698,theres almost nothing we can do  nearly 80 people killed in #ecuadorearthquake,injured_or_dead_people,eq_num,Theres almost nothing we can do: Nearly 80 people killed in #EcuadorEarthquake,1
699,these aftershocks really have me on edge 95 #eqnz #wellington,not_humanitarian,eq_nonnum,These aftershocks really have me on edge ὢ9ὢ5 #eqnz #Wellington,0
700,why did houston tell residents to shelter in place  the alternative would have been a disaster  my story,infrastructure_and_utility_damage,noneq_nonnum,Why did Houston tell residents to shelter in place? The alternative would have been a disaster. My story:,0
701,hopes are fading of finding survivors in houston  as the death toll in the wake of hurricane harvey climbs to 30   #9news,injured_or_dead_people,noneq_num,"Hopes are fading of finding survivors in Houston, as the death toll in the wake of Hurricane Harvey climbs to 30. @rmpenfold #9News",0
702,there are a significant number of slips and closed roads in the marlborough sounds  #eqnz #flooding,infrastructure_and_utility_damage,eq_nonnum,There are a significant number of slips and closed roads in the Marlborough Sounds:  #eqnz #flooding,0
703,#ecuadorearthquake more than 200 killed aft 7.8 magnitude earthquake,injured_or_dead_people,eq_num,#EcuadorEarthquake More than 200 killed aft 7.8-magnitude earthquake  @Presidencia_Ec,1
704,unicef is urgently assessing the needs of children hit by #ecuadorearthquake  ready to respond if needed,rescue_volunteering_or_donation_effort,eq_nonnum,"RT @unicefaustralia: UNICEF is urgently assessing the needs of children hit by #EcuadorEarthquake, ready to respond if needed /",0
705,donate to #ecuador red cross   fundraiser to help earthquake victims by clicking here thanks,rescue_volunteering_or_donation_effort,eq_nonnum,DONATE to #Ecuador Red Cross @CruzRojaEcuador @ammado fundraiser to help earthquake victims by clicking here  Thanks.,0
706,#dstrdamage barbuda  destroyed by irma st  martin and anguilla,infrastructure_and_utility_damage,noneq_nonnum,#DSTRDamage Barbuda: Destroyed by Irma St. Martin &amp; Anguilla,0
707,news ale  a 7.5 magnitude earthquake has struck near hamner springs newzealand  north of christchurch  new,caution_and_advice,eq_nonnum,"NEWS ALERT: A 7.5 magnitude earthquake has struck near Hamner Springs Newzealand, north of Christchurch, New",0
708,in malawi  21 people killed by a speeding truck at a busy market on friday  four other fatal road accidents in a two week period  been too much,injured_or_dead_people,noneq_num,In Malawi: 21 people killed by a speeding truck at a busy market on Friday. Four other fatal road accidents in a two week period. Been too much.,0
709,#breaking  i 77 death was irma related  sc officials confirming  bringing death toll in state to 2,injured_or_dead_people,noneq_num,"#BREAKING: I-77 death was Irma related, SC officials confirming, bringing death toll in state to 2",0
710,family house destroyed in the houston flood via,infrastructure_and_utility_damage,noneq_nonnum,FAMILY HOUSE DESTROYED IN THE HOUSTON FLOOD  via @CaseyNeistat,0
711,mexico stars chicharito  miguel layun launch campaign for donations to help mexico earthquake victims,rescue_volunteering_or_donation_effort,eq_nonnum,"RT @SInow: Mexico stars Chicharito, Miguel Layun launch campaign for donations to help Mexico earthquake victims",0
712,hi  app is showing roads closures in mexico city  but the le tour de france stage was postponed because of earthquake emergency,other_relevant_information,eq_nonnum,"@googlemaps Hi. App is showing roads closures in Mexico City, but the Le Tour De France Stage was postponed because of earthquake emergency.",0
713,death toll from mexico earthquake rises to more than 220  government says,injured_or_dead_people,eq_num,"RT @BBCBreaking: Death toll from Mexico earthquake rises to more than 220, government says",1
714,praying and wishing for safety of the families and children that wont and could not make there ways out of this tragic situation  #irma,sympathy_and_support,noneq_nonnum,Praying and wishing for safety of the families and children that wont and could not make there ways out of this tragic situation. 🙏🏽#IRMA,0
715,the wall street journal  houston flooded by tropical storm harvey as five reported dead,injured_or_dead_people,noneq_num,The Wall Street Journal: Houston flooded by tropical storm Harvey as five reported dead,0
716,reported death toll from #harvey ~30 ppl  seems like this is a tad larger story guys,injured_or_dead_people,noneq_num,".@nytimes reported death toll from #Harvey ~30 ppl, seems like this is a tad larger story guys. . .",0
717,a look at our current outages  most affect a small number of members  but each takes time to make repairs depending on the damage  #harvey,infrastructure_and_utility_damage,noneq_nonnum,"A look at our current outages. Most affect a small number of members, but each takes time to make repairs depending on the damage. #harvey",0
718,people are dying  puerto rico faces daunting humanitarian crisis  #climatechange killsdo people realize this,injured_or_dead_people,noneq_num,‘People Are Dying’: Puerto Rico Faces Daunting Humanitarian Crisis. #ClimateChange killsdo people realize this?,0
719,pay atention  there are lots of people whi need your help an eahquake happened in mexico and this is where you can donate,rescue_volunteering_or_donation_effort,eq_nonnum,"@Louis_Tomlinson PAY ATENTION, THERE ARE LOTS OF PEOPLE WHI NEED YOUR HELP AN EARTHQUAKE HAPPENED IN MEXICO AND THIS IS WHERE YOU CAN DONATE",0
720,please support  chiapas family earthquake #earthquake #mexicoearthquake help donate here,rescue_volunteering_or_donation_effort,eq_nonnum,Please Support @Filmtvedit Chiapas family earthquake #earthquake #mexicoearthquake help Donate Here -,0
721,hurricane harvey  flooding and your lease obligations,not_humanitarian,noneq_nonnum,"Hurricane Harvey, flooding and your lease obligations",0
722,ale  the media is trying to downplay #mexicos #earthquake  the destruction is massive  deaths are in the dozens  share  #temblor,injured_or_dead_people,noneq_num,🚨ALERT! The media is trying to downplay #Mexicos #earthquake. THE DESTRUCTION IS MASSIVE! Deaths are in the dozens. SHARE! #Temblor,0
723,help me raise 2000 for the victims of the earthquake in ecuador  please #donate on  and   thanks,rescue_volunteering_or_donation_effort,eq_nonnum,RT @MarioSanmiguel: Help me raise £2000 for the victims of the earthquake in Ecuador. Please #donate on @justgiving and RT. Thanks!,0
724,live updates  one confirmed dead in kaikoura  possible death in mt lyford after huge 7.5 quake in #nz #eqnz,injured_or_dead_people,eq_num,"LIVE UPDATES: One confirmed dead in Kaikoura, possible death in Mt Lyford after huge 7.5 quake in #NZ  #eqnz",1
725,attention immigrants and refugees living in athens  lets unite to help the honorable people of greece  more than 60 people were killed and many others were wounded in a horrendous fire in regions surrounding athens  the greek government has declared this an emergency  33,injured_or_dead_people,noneq_num,. Attention immigrants and refugees living in Athens! Lets unite to help the honorable people of Greece. More than 60 people were killed and many others were wounded in a horrendous fire in regions surrounding Athens. The Greek government has declared this an emergency. ὡ3ὡ3,0
726,the #wildfires around athens are the deadliest to hit #greece in more than a decade  whole coastal areas have been devastated and the death toll could rise as rescuers search charred remains of homes and cars via  #heat #heatwave #heatwave2018,injured_or_dead_people,noneq_num,The #wildfires around Athens are the deadliest to hit #Greece in more than a decade. Whole coastal areas have been devastated and the death toll could rise as rescuers search charred remains of homes and cars via @dwnews  #heat #heatwave #HeatWave2018,0
727,death toll continues to rise after #ecuadorearthquake  now at 233  sending thoughts and prayers to those affected,injured_or_dead_people,eq_num,RT @worldvisioncan: Death toll continues to rise after #EcuadorEarthquake. Now at 233. Sending thoughts and prayers to those affected.,1
